date,price,audusd,price_aud
2026-02-13,5022.0,0.7087101936340332,7086.11227143331
2026-02-17,4882.89990234375,0.7072985768318176,6903.590735634708
2026-02-18,4986.5,0.708320140838623,7039.895821818904
2026-02-19,4975.89990234375,0.704379141330719,7064.235168780322
2026-02-20,5059.2998046875,0.7056102752685547,7170.105059428074
2026-02-23,5204.7001953125,0.7111399173736572,7318.813173270054
2026-02-24,5155.7998046875,0.706070065498352,7302.107902065611
2026-02-25,5206.39990234375,0.7060999870300293,7373.459847015024
2026-02-26,5176.5,0.7120498418807983,7269.856259397328
2026-02-27,5230.5,0.71017986536026,7365.035612980484
2026-03-02,5294.39990234375,0.7058109045028687,7501.159118635056
2026-03-03,5107.39990234375,0.710580050945282,7187.648872986787
2026-03-04,5120.2001953125,0.7040701508522034,7272.286986055342
2026-03-05,5065.2998046875,0.7075998783111572,7158.423792803572
2026-03-06,5146.10009765625,0.7011299729347229,7339.723441170538
2026-03-09,5091.5,0.6966199278831482,7308.863551279363
2026-03-10,5229.7001953125,0.7068586349487305,7398.509315362354
2026-03-11,5167.39990234375,0.712100088596344,7256.564049204754
2026-03-12,5115.7998046875,0.7129209637641907,7175.830231834265
2026-03-13,5052.5,0.7075298428535461,7141.041541969041
2026-03-16,4994.0,0.7005700469017029,7128.480616729406
2026-03-17,5001.0,0.706848680973053,7075.0644863842535
2026-03-18,4889.89990234375,0.710909903049469,6878.367963884566
2026-03-19,4600.7001953125,0.7029501795768738,6544.845323294171
2026-03-20,4570.39990234375,0.708109974861145,6454.3645261316515
2026-03-23,4281.2001953125,0.6923097968101501,6183.937039513713
